0,003134	0,003134	0,000000
0,002615	0,002139	0,000000
0,002200	0,001400	0,000000
0,001889	0,000858	0,000000
0,001681	0,000459	0,000000
0,001578	0,000143	0,000000
0,001578	-0,000143	0,000000
0,001681	-0,000459	0,000000
0,001889	-0,000858	0,000000
0,002200	-0,001400	0,000000
0,002615	-0,002139	0,000000
0,003134	-0,003134	0,000000
0,002139	0,002615	0,000000
0,001715	0,001715	0,000000
0,001376	0,001070	0,000000
0,001121	0,000623	0,000000
0,000952	0,000317	0,000000
0,000867	0,000096	0,000000
0,000867	-0,000096	0,000000
0,000952	-0,000317	0,000000
0,001121	-0,000623	0,000000
0,001376	-0,001070	0,000000
0,001715	-0,001715	0,000000
0,002139	-0,002615	0,000000
0,001400	0,002200	0,000000
0,001070	0,001376	0,000000
0,000806	0,000806	0,000000
0,000609	0,000435	0,000000
0,000477	0,000204	0,000000
0,000411	0,000059	0,000000
0,000411	-0,000059	0,000000
0,000477	-0,000204	0,000000
0,000609	-0,000435	0,000000
0,000806	-0,000806	0,000000
0,001070	-0,001376	0,000000
0,001400	-0,002200	0,000000
0,000858	0,001889	0,000000
0,000623	0,001121	0,000000
0,000435	0,000609	0,000000
0,000294	0,000294	0,000000
0,000200	0,000120	0,000000
0,000153	0,000031	0,000000
0,000153	-0,000031	0,000000
0,000200	-0,000120	0,000000
0,000294	-0,000294	0,000000
0,000435	-0,000609	0,000000
0,000623	-0,001121	0,000000
0,000858	-0,001889	0,000000
0,000459	0,001681	0,000000
0,000317	0,000952	0,000000
0,000204	0,000477	0,000000
0,000120	0,000200	0,000000
0,000063	0,000063	0,000000
0,000035	0,000012	0,000000
0,000035	-0,000012	0,000000
0,000063	-0,000063	0,000000
0,000120	-0,000200	0,000000
0,000204	-0,000477	0,000000
0,000317	-0,000952	0,000000
0,000459	-0,001681	0,000000
0,000143	0,001578	0,000000
0,000096	0,000867	0,000000
0,000059	0,000411	0,000000
0,000031	0,000153	0,000000
0,000012	0,000035	0,000000
0,000002	0,000002	0,000000
0,000002	-0,000002	0,000000
0,000012	-0,000035	0,000000
0,000031	-0,000153	0,000000
0,000059	-0,000411	0,000000
0,000096	-0,000867	0,000000
0,000143	-0,001578	0,000000
-0,000143	0,001578	0,000000
-0,000096	0,000867	0,000000
-0,000059	0,000411	0,000000
-0,000031	0,000153	0,000000
-0,000012	0,000035	0,000000
-0,000002	0,000002	0,000000
-0,000002	-0,000002	0,000000
-0,000012	-0,000035	0,000000
-0,000031	-0,000153	0,000000
-0,000059	-0,000411	0,000000
-0,000096	-0,000867	0,000000
-0,000143	-0,001578	0,000000
-0,000459	0,001681	0,000000
-0,000317	0,000952	0,000000
-0,000204	0,000477	0,000000
-0,000120	0,000200	0,000000
-0,000063	0,000063	0,000000
-0,000035	0,000012	0,000000
-0,000035	-0,000012	0,000000
-0,000063	-0,000063	0,000000
-0,000120	-0,000200	0,000000
-0,000204	-0,000477	0,000000
-0,000317	-0,000952	0,000000
-0,000459	-0,001681	0,000000
-0,000858	0,001889	0,000000
-0,000623	0,001121	0,000000
-0,000435	0,000609	0,000000
-0,000294	0,000294	0,000000
-0,000200	0,000120	0,000000
-0,000153	0,000031	0,000000
-0,000153	-0,000031	0,000000
-0,000200	-0,000120	0,000000
-0,000294	-0,000294	0,000000
-0,000435	-0,000609	0,000000
-0,000623	-0,001121	0,000000
-0,000858	-0,001889	0,000000
-0,001400	0,002200	0,000000
-0,001070	0,001376	0,000000
-0,000806	0,000806	0,000000
-0,000609	0,000435	0,000000
-0,000477	0,000204	0,000000
-0,000411	0,000059	0,000000
-0,000411	-0,000059	0,000000
-0,000477	-0,000204	0,000000
-0,000609	-0,000435	0,000000
-0,000806	-0,000806	0,000000
-0,001070	-0,001376	0,000000
-0,001400	-0,002200	0,000000
-0,002139	0,002615	0,000000
-0,001715	0,001715	0,000000
-0,001376	0,001070	0,000000
-0,001121	0,000623	0,000000
-0,000952	0,000317	0,000000
-0,000867	0,000096	0,000000
-0,000867	-0,000096	0,000000
-0,000952	-0,000317	0,000000
-0,001121	-0,000623	0,000000
-0,001376	-0,001070	0,000000
-0,001715	-0,001715	0,000000
-0,002139	-0,002615	0,000000
-0,003134	0,003134	0,000000
-0,002615	0,002139	0,000000
-0,002200	0,001400	0,000000
-0,001889	0,000858	0,000000
-0,001681	0,000459	0,000000
-0,001578	0,000143	0,000000
-0,001578	-0,000143	0,000000
-0,001681	-0,000459	0,000000
-0,001889	-0,000858	0,000000
-0,002200	-0,001400	0,000000
-0,002615	-0,002139	0,000000
-0,003134	-0,003134	0,000000
