-0
-4,77769845019793e-007
-1,91107940850088e-006
-4,29992871886498e-006
-7,64431783295549e-006
-1,19442468786701e-005
-1,71997159696957e-005
-2,341072523393e-005
-3,05772748703248e-005
-3,86993650778322e-005
-4,77769960980368e-005
-5,78101681725229e-005
-6,87988815997187e-005
-8,07431367064737e-005
-9,36429338196376e-005
-0,000107498273308693
-0,000122309155571543
-0,000138075581048724
-0,000154797550166563
-0,00017247506343665
-0,000191108121327943
-0,000210696724394666
-0,000231240873219463
-0,000252740568342347
-0,000275195810417017
-0,000298606600082962
-0,000322972937993882
-0,000348294824860318
-0,000374572261407025
-0,000401805248387177
-0,000429993786596583
-0,00045913787681684
-0,000489237519886387
-0,000520292716686299
-0,000552303468097648
-0,000585269775029929
-0,000619191638435268
-0,000654069059294216
-0,000689902038601531
-0,000726690577366185
-0,000764434676682413
-0,000803134337587608
-0,000842789561218638
-0,000883400348712371
-0,000924966701219887
-0,000967488619934898
-0,00101096610609375
-0,00105539916091857
-0,00110078778570255
-0,00114713198172467
-0,00119443175033496
-0,00124268709288344
-0,00129189801074858
-0,00134206450533725
-0,00139318657809895
-0,00144526423051161
-0,00149829746403896
-0,00155228628020154
-0,00160723068057678
-0,00166313066672785
-0,00171998624023217
-0,00177779740275241
-0,00183656415593703
-0,00189628650144869
-0,00195696444103532
-0,00201859797641646
-0,00208118710935423
-0,00214473184165342
-0,00220923217513302
-0,00227468811164044
-0,00234109965305151
-0,00240846680127049
-0,00247678955824426
-0,00254606792589129
-0,00261630190624373
-0,00268749150129111
-0,00275963671307977
-0,00283273754367031
-0,00290679399518012
-0,00298180606969822
-0,00305777376941307
-0,00313469709647052
-0,00321257605310166
-0,00329141064150917
-0,00337120086398102
-0,00345194672280513
-0,00353364822026947
-0,00361630535873303
-0,00369991814056903
-0,00378448656817909
-0,00387001064397907
-0,00395649037041323
-0,00404392574998269
-0,00413231678516013
-0,00422166347851771
-0,00431196583259919
-0,00440322384999092
-0,00449543753332193
-0,00458860688522122
-0,00468273190836044
-0,00477781260545385
-0,00487384897921572
-0,00497084103240297
-0,00506878876778671
-0,00516769218818069
-0,0052675512964413
-0,00536836609539648
-0,00547013658797368
-0,00557286277705771
-0,00567654466560441
-0,00578118225659807
-0,00588677555303718
-0,00599332455793444
-0,0061008292743594
-0,00620928970538159
-0,00631870585412742
-0,00642907772372325
-0,00654040531733813
-0,00665268863815527
-0,00676592768940054
-0,00688012247432823
-0,00699527299619263
-0,00711137925831906
-0,00722844126401867
-0,00734645901667363
-0,00746543251963772
-0,00758536177633573
-0,00770624679020671
-0,00782808756471809
-0,00795088410336575
-0,00807463640965977
-0,00819934448715287
-0,00832500833942618
-0,00845162797008925
-0,00857920338276585
-0,00870773458110818
-0,00883722156881106
-0,0089676643495693
-0,009099062927163
-0,0092314173053154
-0,00936472748784922
-0,00949899347858718
-0,00963421528136621
-0,00977039290006587
-0,00990752633859415
-0,0100456156008875
-0,0101846606909106
-0,0103246616126569
-0,0104656183701053
-0,0106075309673344
-0,0107503994083942
-0,0108942236974059
-0,0110390038384622
-0,011184739835727
-0,0113314316933923
-0,0114790794156505
-0,0116276830067505
-0,0117772424709273
-0,0119277578125008
-0,012079229035777
-0,0122316561450901
-0,0123850391448315
-0,0125393780393779
-0,0126946728331774
-0,0128509235306637
-0,0130081301363276
-0,0131662926546881
-0,0133254110902641
-0,0134854854476174
-0,0136465157313665
-0,0138085019461016
-0,0139714440964838
-0,0141353421871742
-0,0143001962228908
-0,0144660062083517
-0,0146327721483033
-0,0148004940475346
-0,0149691719108773
-0,015138805743149
-0,0153093955492238
-0,0154809413339905
-0,0156534431023658
-0,0158269008592953
-0,016001314609781
-0,0161766843587969
-0,0163530101113736
-0,0165302918725843
-0,0167085296475022
-0,0168877234412577
-0,0170678732589664
-0,0172489791058155
-0,017431040987006
-0,0176140589077249
-0,0177980328732588
-0,0179829628888797
-0,0181688489598741
-0,0183556910915854
-0,018543489289371
-0,0187322435586168
-0,0189219539047514
-0,0191126203332175
-0,0193042428494579
-0,0194968214589863
-0,0196903561673309
-0,0198848469800623
-0,0200802939027085
-0,0202766969409254
-0,0204740561003263
-0,0206723713865671
-0,0208716428053606
-0,0210718703624053
-0,0212730540634567
-0,0214751939142701
-0,0216782899206578
-0,0218823420884462
-0,0220873504234902
-0,0222933149316731
-0,0225002356188924
-0,0227081124911024
-0,0229169455542575
-0,0231267348143547
-0,0233374802774051
-0,0235491819494627
-0,0237618398365953
-0,0239754539449137
-0,0241900242805428
-0,0244055508496359
-0,0246220336583889
-0,0248394727129977
-0,0250578680197009
-0,0252772195847797
-0,0254975274145295
-0,0257187915152599
-0,0259410118933232
-0,0261641885551001
-0,0263883215069995
-0,0266134107554308
-0,0268394563068881
-0,0270664581678375
-0,0272944163447875
-0,0275233308442893
-0,0277532016729083
-0,0279840288372384
-0,0282158123439302
-0,0284485521995919
-0,028682248410945
-0,0289169009846546
-0,029152509927485
-0,0293890752462005
-0,0296265969475797
-0,0298650750384297
-0,0301045095256143
-0,030344900415983
-0,0305862477164567
-0,0308285514339559
-0,0310718115754298
-0,0313160281478702
-0,0315612011582687
-0,0318073306136881
-0,0320544165211771
-0,0323024588878127
-0,0325514577207429
-0,0328014130271015
-0,0330523248140651
-0,0333041930888385
-0,0335570178586551
-0,0338107991307481
-0,0340655369124363
-0,0343212312109955
-0,0345778820338012
-0,0348354893882004
-0,0350940532815969
-0,0353535737214088
-0,0356140507150684
-0,0358754842700932
-0,0361378743939582
-0,0364012210941951
-0,0366655243783782
-0,0369307842540962
-0,0371970007289519
-0,0374641738105765
-0,0377323035066865
-0,0380013898249274
-0,0382714327730724
-0,0385424323588239
-0,0388143885899979
-0,039087301474396
-0,0393611710198485
-0,0396359972342282
-0,0399117801254079
-0,0401885197013172
-0,0404662159699001
-0,0407448689391288
-0,0410244786170182
-0,0413050450115833
-0,0415865681308674
-0,0418690479829706
-0,0421524845760075
-0,0424368779181208
-0,0427222280174533
-0,0430085348822189
-0,0432957985206173
-0,0435840189409333
-0,0438731961514094
-0,044163330160373
-0,0444544209761375
-0,0447464686070731
-0,0450394730615642
-0,0453334343480236
-0,0456283524748926
-0,0459242274506551
-0,0462210592837948
-0,0465188479828242
-0,0468175935563124
-0,0471172960128428
-0,047417955361027
-0,0477195716094627
-0,0480221447668612
-0,0483256748418768
-0,0486301618432492
-0,0489356057797039
-0,0492420066600516
-0,0495493644930463
-0,0498576792875411
-0,0501669510523897
-0,0504771797964736
-0,0507883655287031
-0,0511005082580169
-0,051413607993382
-0,0517276647437939
-0,0520426785182764
-0,0523586493258676
-0,0526755771756484
-0,0529934620767278
-0,0533123040382435
-0,0536321030693472
-0,0539528591792049
-0,0542745723770821
-0,0545972426721733
-0,054920870073758
-0,0552454545911587
-0,0555709962336692
-0,0558974950106546
-0,056224950931508
-0,0565533640056373
-0,0568827342424356
-0,0572130616514244
-0,0575443462420537
-0,0578765880238734
-0,0582097870063905
-0,0585439431992256
-0,0588790566119428
-0,059215127254177
-0,0595521551355915
-0,0598901402658925
-0,0602290826547431
-0,0605689823119206
-0,0609098392471878
-0,0612516534703218
-0,0615944249911706
-0,061938153819554
-0,062282839965377
-0,0626284834385302
-0,0629750842489472
-0,0633226424066038
-0,0636711579214619
-0,0640206308035545
-0,0643710610629284
-0,0647224487096452
-0,0650747937538085
-0,0654280962055509
-0,0657823560750188
-0,0661375733724014
-0,066493748107888
-0,0668508802917387
-0,0672089699342138
-0,0675680170455877
-0,0679280216362059
-0,068288983716414
-0,0686509032965716
-0,0690137803870954
-0,0693776149984018
-0,0697424071409642
-0,0701081568252704
-0,0704748640618078
-0,0708425288611636
-0,0712111512338538
-0,0715807311905365
-0,0719512687417705
-0,0723227638982564
-0,0726952166706525
-0,0730686270696879
-0,0734429951060633
-0,0738183207905792
-0,0741946041340071
-0,0745718451471475
-0,0749500438408859
-0,0753292002260793
-0,0757093143136132
-0,07609038611443
-0,0764724156395005
-0,0768554028997954
-0,0772393479063282
-0,0776242506701266
-0,0780101112022891
-0,0783969295138718
-0,0787847056160444
-0,07917343951992
-0,0795631312366964
-0,0799537807775721
-0,0803453881537877
-0,0807379533765982
-0,0811314764573012
-0,0815259574071945
-0,0819213962376608
-0,0823177929600263
-0,0827151475857306
-0,0831134601261851
-0,0835127305928438
-0,0839129589972032
-0,0843141453507599
-0,0847162896650531
-0,0851193919516646
-0,0855234522221764
-0,0859284704882128
-0,0863344467614269
-0,086741381053514
-0,0871492733761414
-0,0875581237410756
-0,0879679321600548
-0,088378698644874
-0,0887904232073709
-0,0892031058593687
-0,0896167466127338
-0,0900313454793888
-0,0904469024712427
-0,0908634176002749
-0,0912808908784228
-0,0916993223177371
-0,0921187119302544
-0,0925390597280398
-0,0929603657231581
-0,093382629927774
-0,0938058523540093
-0,0942300330140426
-0,0946551719200954
-0,095081269084389
-0,0955083245191872
-0,0959363382367826
-0,0963653102494817
-0,0967952405696479
-0,0972261292096306
-0,0976579761818499
-0,098090781498712
-0,0985245451726939
-0,0989592672162587
-0,0993949476419402
-0,0998315864622583
-0,10026918368979
-0,100707739337125
-0,101147253416897
-0,101587725941741
-0,102029156924331
-0,102471546377387
-0,102914894313642
-0,103359200745857
-0,103804465686821
-0,104250689149339
-0,104697871146271
-0,105146011690479
-0,105595110794866
-0,106045168472363
-0,106496184735931
-0,106948159598545
-0,107401093073236
-0,107854985173006
-0,108309835910944
-0,108765645300167
-0,109222413353763
-0,10968014008489
-0,110138825506752
-0,110598469632535
-0,11105907247547
-0,11152063404883
-0,111983154365902
-0,112446633440001
-0,112911071284472
-0,113376467912701
-0,113842823338061
-0,114310137574023
-0,114778410634017
-0,115247642531529
-0,115717833280087
-0,11618898289322
-0,116661091384501
-0,117134158767513
-0,1176081850559
-0,118083170263304
-0,118559114403411
-0,119036017489918
-0,119513879536598
-0,119992700557162
-0,120472480565439
-0,120953219575227
-0,121434917600382
-0,121917574654788
-0,122401190752342
-0,122885765906972
-0,123371300132646
-0,123857793443349
-0,124345245853078
-0,124833657375902
-0,125323028025875
-0,125813357817094
-0,1263046467637
-0,126796894879845
-0,1272901021797
-0,127784268677487
-0,128279394387434
-0,128775479323821
-0,12927252350093
-0,129770526933086
-0,130269489634642
-0,13076941161998
-0,131270292903494
-0,131772133499624
-0,132274933422835
-0,132778692687609
-0,133283411308483
-0,133789089299967
-0,134295726676669
-0,13480332345317
-0,135311879644121
-0,135821395264145
-0,136331870327965
-0,13684330485026
-0,137355698845795
-0,137869052329336
-0,138383365315676
-0,138898637819636
-0,139414869856083
-0,139932061439879
-0,140450212585947
-0,140969323309207
-0,141489393624653
-0,142010423547262
-0,142532413092042
-0,143055362274055
-0,143579271108379
-0,144104139610121
-0,144629967794415
-0,14515675567641
-0,145684503271298
-0,146213210594311
-0,146742877660671
-0,147273504485668
-0,147805091084592
-0,148337637472792
-0,148871143665602
-0,149405609678396
-0,149941035526624
-0,150477421225702
-0,151014766791121
-0,151553072238343
-0,152092337582914
-0,152632562840395
-0,153173748026347
-0,153715893156388
-0,154258998246164
-0,15480306331132
-0,155348088367575
-0,15589407343063
-0,156441018516233
-0,156988923640171
-0,157537788818246
-0,158087614066304
-0,158638399400175
-0,15919014483579
-0,159742850389023
-0,160296516075846
-0,160851141912218
-0,161406727914169
-0,161963274097701
-0,162520780478872
-0,163079247073782
-0,163638673898532
-0,164199060969281
-0,164760408302172
-0,165322715913433
-0,165885983819265
-0,166450212035926
-0,167015400579714
-0,167581549466945
-0,168148658713918
-0,168716728337046
-0,169285758352686
-0,16985574877728
-0,170426699627271
-0,170998610919156
-0,171571482669407
-0,172145314894593
-0,172720107611269
-0,173295860836021
-0,173872574585459
-0,174450248876241
-0,175028883725048
-0,175608479148565
-0,17618903516356
-0,176770551786746
-0,177353029034947
-0,177936466924962
-0,178520865473644
-0,179106224697861
-0,179692544614511
-0,180279825240518
-0,180868066592851
-0,181457268688504
-0,182047431544461
-0,182638555177789
-0,18323063960554
-0,183823684844825
-0,184417690912767
-0,185012657826505
-0,185608585603234
-0,186205474260163
-0,18680332381453
-0,187402134283616
-0,188001905684686
-0,188602638035078
-0,189204331352144
-0,189806985653263
-0,190410600955843
-0,191015177277322
-0,191620714635164
-0,192227213046849
-0,192834672529898
-0,193443093101877
-0,194052474780349
-0,194662817582923
-0,195274121527234
-0,195886386630932
-0,196499612911708
-0,197113800387299
-0,197728949075426
-0,19834505899388
-0,198962130160453
-0,199580162592994
-0,200199156309324
-0,200819111327377
-0,201440027665029
-0,20206190534023
-0,202684744370984
-0,203308544775254
-0,203933306571074
-0,204559029776505
-0,205185714409637
-0,205813360488577
-0,20644196803147
-0,207071537056493
-0,207702067581806
-0,208333559625686
-0,208966013206336
-0,209599428342088
-0,210233805051217
-0,210869143352085
-0,211505443263036
-0,212142704802488
-0,212780927988845
-0,213420112840566
-0,214060259376126
-0,21470136761404
-0,215343437572855
-0,215986469271115
-0,216630462727423
-0,217275417960408
-0,217921334988702
-0,218568213830991
-0,219216054505992
-0,219864857032434
-0,220514621429061
-0,221165347714688
-0,221817035908131
-0,222469686028234
-0,223123298093853
-0,223777872123932
-0,224433408137386
-0,225089906153173
-0,225747366190262
-0,226405788267712
-0,227065172404537
-0,227725518619835
-0,228386826932692
-0,229049097362235
-0,229712329927651
-0,230376524648094
-0,231041681542806
-0,231707800631014
-0,232374881932017
-0,233042925465071
-0,233711931249559
-0,234381899304779
-0,235052829650172
-0,235724722305122
-0,236397577289097
-0,237071394621537
-0,237746174321956
-0,238421916409891
-0,239098620904883
-0,23977628782653
-0,240454917194441
-0,241134509028257
